uid,x0,y0,x1,y1
21,276.7125,376.2699,269.2678,399.0806
9,344.1007,212.1648,439.6602,248.1936
97,358.1514,418.0955,345.2402,479.3195
6,342.3129,212.1061,305.0446,353.3947
3,171.8886,429.3877,163.8893,459.2066
56,465.1100,210.4694,639.2030,215.1651
20,405.2395,457.0681,436.6835,478.9094
71,474.0518,455.4846,467.8005,478.9927
134,262.0861,194.0546,232.3843,291.1057
22,0.7288,418.0014,317.0695,440.0306
14,428.3885,256.0062,377.0302,452.4245
139,278.6091,186.3920,246.1702,306.0789
33,276.5976,376.5091,327.8794,415.1586
2,351.2866,452.1495,403.2992,456.8219
19,351.5324,229.3191,426.7587,255.6527
51,68.0390,260.4404,237.9473,299.8225
17,353.5391,230.4164,309.7800,380.9538
23,113.4214,143.9817,261.8021,195.6843
36,327.9138,415.9864,359.3221,418.4702
45,406.7654,441.3787,467.0535,477.6958
30,269.0872,398.5800,317.8708,439.7545
29,1.3929,453.1756,311.0959,465.9483
7,276.5677,376.2782,306.1883,379.6080
26,307.4228,380.1691,358.6335,416.7333
82,473.6765,456.6638,508.8810,477.5914
28,100.2578,117.8983,51.4713,267.1840
0,51.4067,268.8786,243.5164,310.0197
16,101.3706,118.0770,276.8451,183.6422
27,180.8586,387.6278,267.1918,398.1746
11,106.4432,130.1622,270.0670,190.6459
114,108.0636,133.7777,64.3716,260.2166
133,575.4003,437.5546,639.6691,465.4839
4,146.4831,388.1647,172.2036,430.3860
41,189.1832,334.9224,305.6841,357.2374
24,77.2006,253.6631,230.9051,289.9351
40,439.5718,247.3436,388.6318,455.3430
121,0.8534,303.5033,60.8282,313.4564
37,0.4174,295.0464,62.0777,306.6059
93,476.2730,453.9246,526.3058,456.7056
135,316.9758,440.1164,309.4850,464.7166
137,191.5408,329.3237,303.1785,350.7133
140,114.2110,143.1013,77.5346,256.8040
136,0.6273,367.2252,33.4265,371.7115
117,119.1392,384.9547,177.7298,390.9307
138,140.8586,317.3526,114.9020,391.2295
141,306.6830,353.6825,306.5009,379.2513
96,317.7017,440.1462,306.2899,479.0870
57,464.3443,209.4118,407.4463,456.7188
142,67.9934,297.7542,36.7034,373.3564
143,0.0000,4.3659,459.8624,202.4745
