uid,x0,y0,x1,y1
9,358.1656,212.9974,455.5894,247.3170
24,97.6923,258.5919,247.8874,292.8303
36,346.2039,417.3459,377.6202,419.2685
30,287.1407,401.1057,338.2079,441.6043
7,293.8187,379.1843,322.5380,381.1797
2,370.1085,453.5902,422.2550,458.1732
66,275.3915,197.2384,249.5093,292.7639
97,376.9273,418.9763,365.2040,479.4063
17,367.8384,229.5812,327.4059,382.8979
3,191.8603,432.0613,184.2803,462.5464
4,165.5777,390.1339,191.8662,432.5427
129,292.6426,188.5454,262.5927,310.3940
27,199.2830,390.2867,286.3073,400.4624
28,113.9246,126.5753,71.5096,272.9568
23,129.0319,149.3984,275.5667,197.8794
71,494.5754,456.9912,489.3793,479.0099
20,422.7356,457.5604,454.7161,478.9595
57,480.7538,207.8503,424.0020,457.6332
22,2.0637,419.2744,334.3058,441.5887
26,324.5505,381.4633,378.3022,417.8227
82,495.0314,457.6841,528.8674,478.0124
6,356.9692,212.6039,321.9226,354.1808
51,89.1248,265.8873,253.8197,301.9925
16,117.2762,123.0488,294.5596,188.3235
33,296.2307,379.2343,346.4426,417.7827
21,293.7202,378.7521,287.7761,400.1387
40,456.0009,246.3648,408.0558,455.2451
19,366.0735,229.8491,442.5647,255.3020
45,425.5021,441.8096,486.9281,478.8537
0,72.1764,273.8470,259.9310,312.8199
93,495.8197,455.0234,549.1093,457.0865
114,120.9813,142.2966,86.2354,266.2547
14,441.1401,254.4494,397.4890,454.1904
124,131.7910,148.4650,94.4556,261.8987
56,478.4947,208.5220,639.6371,210.4271
29,1.4757,457.5602,330.2786,467.0079
96,336.2735,441.0812,326.4994,478.7664
115,324.0720,356.8544,323.3368,380.9802
37,1.5020,297.7872,81.9677,311.3083
41,209.8548,332.7893,321.8441,352.7625
11,124.1011,137.9657,283.6612,193.2430
117,138.4432,388.1381,197.4782,393.8522
131,344.7893,417.4282,331.7382,479.3252
48,1.8076,369.8300,54.6384,375.3059
121,1.3715,305.2156,80.6684,318.6332
