uid,x0,y0,x1,y1
56,639.0547,203.7963,497.6601,205.4768
9,373.3246,211.4175,472.4017,244.5152
97,396.4423,418.6680,385.9675,479.3955
6,373.5886,211.9269,338.6934,353.5415
36,365.9037,416.7284,397.1121,418.7497
71,516.8627,454.9063,511.1155,479.5350
30,305.4723,400.8478,358.2818,440.9732
21,312.3104,377.8228,305.7838,400.2138
14,459.3295,253.8331,416.0611,453.8003
20,444.1725,456.9642,477.5694,479.0822
2,390.4577,452.9169,442.3510,456.7191
88,307.6362,188.0943,278.4970,311.1686
66,290.5232,196.6639,266.2413,293.5679
45,444.8330,440.8369,510.7834,478.5368
19,382.0554,228.6333,460.7148,253.0833
0,90.9809,277.0052,276.3430,311.8849
7,312.3595,378.6591,341.8872,380.6725
27,218.9109,390.9403,305.3655,399.8048
3,212.8518,432.9852,204.7997,462.1984
17,383.1967,229.6503,344.3100,381.4430
51,103.2120,269.7812,273.5473,301.7224
23,144.8033,151.7032,291.0818,198.8911
29,4.9112,458.4940,349.0746,465.7725
26,343.5997,380.9419,398.5336,417.2763
37,0.8131,297.4876,102.2894,313.9864
31,0.8497,339.6296,32.2010,343.9634
11,139.4707,141.3334,298.1996,192.6360
41,226.7854,333.3177,338.7566,351.9423
28,132.4659,128.3703,90.3286,275.2642
22,11.3909,419.8672,354.5917,441.2243
4,185.1657,390.4227,213.1817,433.2495
82,516.2749,455.8899,555.6768,477.7854
114,138.6758,147.7621,103.9701,267.8555
33,312.5154,380.3333,364.6871,416.2758
124,147.3909,153.3820,114.1540,263.9001
57,496.9442,204.4733,446.0221,457.5409
16,132.6991,129.5661,309.4745,186.7255
24,116.6670,261.8221,265.3807,292.1554
96,356.2325,440.8675,346.7436,478.9454
126,476.9028,305.2396,440.9549,455.6515
93,516.4116,453.7350,571.9402,455.9983
40,473.6909,241.6634,428.0009,454.1143
112,364.8459,416.6084,351.3985,479.4584
121,0.8314,305.0153,101.5993,320.8495
75,34.2819,343.5468,2.5338,454.9470
115,341.9739,356.8943,341.7682,380.5765
48,26.4621,372.0533,77.3857,376.9408
125,179.0109,322.5249,155.1463,394.9077
117,159.3192,389.2875,216.6450,393.4458
