uid,x0,y0,x1,y1
0,225.4834,289.4188,401.4652,306.5900
1,0.6255,223.9414,56.0294,229.2930
2,546.2003,446.1136,599.8918,448.1572
3,359.3526,431.0602,355.7558,459.0539
4,324.6983,391.6427,360.3219,430.8883
5,260.6852,165.9609,245.2379,272.8017
6,490.2598,192.0253,471.2245,345.0770
7,447.3958,371.6386,479.1330,372.4187
8,420.6344,177.2166,401.7722,306.2204
9,490.3027,192.4915,606.9907,214.2508
10,1.0929,438.5571,113.1249,440.2837
11,254.1841,155.5187,410.2442,185.2761
12,0.3023,413.7650,116.9182,416.6963
13,0.8767,173.7317,62.6136,184.7985
14,594.7812,223.7049,567.3471,448.0042
15,548.7786,409.2711,542.2520,479.0756
16,244.1254,144.8282,420.5085,176.4143
17,501.1541,209.6841,482.8946,373.0962
18,409.7654,186.2063,395.0293,296.4622
19,501.8527,209.5152,593.8964,224.3664
20,599.6826,448.1940,639.1389,468.8435
21,447.8852,371.4477,444.4423,394.7924
22,180.9782,426.4820,505.8267,433.8068
23,259.9280,165.4775,402.2491,191.0779
24,245.3201,273.1389,388.4780,288.1883
25,124.2447,392.0404,179.8627,394.0695
26,480.0487,371.6137,547.4337,405.8340
27,356.2534,389.3480,442.0581,393.6187
28,244.1120,144.1212,224.4029,289.1476
29,177.1198,457.9105,504.3830,461.4922
30,443.6787,394.0873,508.2526,435.4225
31,136.5879,351.2156,185.1387,354.9598
32,63.4757,185.6130,57.4644,228.8053
33,447.8303,371.6677,515.1956,406.2031
34,13.8936,31.1291,625.5997,166.4585
35,253.3171,157.2103,235.1553,280.8657
36,514.2444,407.4014,548.3135,408.9769
37,143.6432,315.2632,240.3670,323.5372
38,513.5386,408.8518,502.0800,479.5218
39,184.3249,379.6556,173.7589,479.8878
40,607.7289,215.3370,580.4641,446.9203
41,355.1964,337.3633,472.7975,347.9475
42,20.4601,226.4931,2.2036,377.6523
43,135.3367,350.8152,122.6110,386.9840
44,361.5009,431.5052,505.2423,434.2901
45,602.5148,431.8091,639.1168,448.3308
46,399.1119,190.3360,389.8873,288.6175
47,124.0559,391.6757,107.9858,479.7312
48,185.7079,380.9031,227.7016,382.7198
49,502.4594,461.7389,500.4398,479.4510
50,185.5743,354.5894,185.7088,381.8649
51,236.7114,280.9192,394.7370,297.2824
52,475.8471,346.1120,478.5752,371.9208
53,142.9524,314.8153,135.6948,350.5077
54,7.5231,30.2978,0.3252,71.5078
55,185.6617,382.3203,181.0765,425.3289
