uid,x0,y0,x1,y1
15,521.0522,411.0254,513.7988,479.4000
21,423.9667,373.0892,419.5514,395.8590
6,470.0555,197.2926,447.1928,346.6852
0,204.0155,288.1900,380.4933,308.0558
9,469.3482,197.1846,583.2463,220.7354
2,517.1113,447.6167,570.5558,450.2717
31,111.3045,348.8519,160.6394,353.1355
10,1.3911,437.5712,84.2224,438.8701
29,151.4170,457.8851,474.6132,462.2046
3,334.5874,431.5344,330.3038,459.2153
4,301.9888,391.5311,334.9600,431.4769
11,235.3405,154.1369,390.6589,187.2663
56,639.0056,171.7249,607.6149,176.2796
13,0.9325,170.3086,37.4891,178.8509
23,240.5341,164.2542,383.5107,193.3215
36,486.9371,410.0831,521.4935,411.3947
7,423.8228,373.1919,454.1153,374.3217
1,1.0536,220.5102,30.9671,223.7921
28,225.3689,142.8703,203.1474,287.0847
17,480.1367,212.8449,457.7379,375.7416
22,154.6403,425.9556,479.6411,434.7290
26,455.6752,373.5459,521.5296,409.1633
19,481.0781,213.5540,570.3383,231.6276
37,119.0026,312.2843,217.8795,321.8230
18,390.5824,188.3839,374.5505,296.7224
25,97.4418,390.6686,154.7302,393.2144
16,225.9997,144.1421,401.8279,179.2680
8,401.4164,179.9135,381.1385,306.1960
12,0.5757,412.4283,87.7842,415.5262
32,38.2474,179.2992,30.7496,223.3498
20,571.0829,449.6663,624.4026,479.4881
33,424.8905,373.5999,487.3837,409.8467
5,241.6077,165.6657,224.3300,271.7087
27,332.8825,389.8208,418.9149,395.3881
47,96.1092,387.0962,78.0002,480.0000
57,608.6134,173.4023,569.0605,452.5440
24,224.6769,271.9576,367.1005,289.4447
61,234.9535,152.6081,213.9427,279.4500
14,568.6557,231.3348,539.8889,448.0956
41,333.6056,338.2947,450.1078,350.0162
62,479.2490,436.3922,474.6877,460.5953
44,337.2797,431.6341,478.4307,435.9351
39,161.1415,378.6732,145.7748,479.9372
30,420.1690,396.1170,481.7740,437.8260
51,213.9481,279.7789,373.5045,298.4388
48,160.6911,379.8395,203.0685,382.1834
40,582.9586,224.9088,553.2318,445.2051
45,572.7280,433.5439,639.0615,464.7458
34,10.1182,21.3594,604.9940,178.3126
53,117.9533,313.6608,110.6584,348.0609
52,453.4717,350.2211,453.6419,374.0092
60,160.9427,352.7546,160.9519,379.9306
63,554.6728,432.8406,572.6021,433.5113
64,160.4161,352.6046,157.0941,392.9541
58,474.5955,462.5153,473.3848,479.7005
65,110.2563,349.2892,96.3075,382.7422
