uid,x0,y0,x1,y1
97,406.9397,418.3051,396.3836,479.2611
9,381.6577,211.0274,481.7987,242.7461
20,454.1240,456.5086,489.1960,479.3896
16,141.7661,131.2815,315.2784,185.8427
71,528.9746,454.7477,523.7026,479.2983
21,321.9598,377.8623,315.4856,400.2806
88,315.5350,186.6346,288.5610,311.6122
66,297.3549,196.3828,276.0490,294.4351
51,116.3747,270.6288,280.6171,302.4410
31,1.0123,339.3601,43.9109,344.6679
2,401.3782,452.6159,452.8675,456.5822
36,376.0096,416.2860,407.3919,418.5888
28,139.8902,130.8716,102.0215,277.5464
56,638.6332,200.3628,506.8123,203.1777
0,101.6322,278.1958,285.5458,312.3223
30,315.3825,400.7224,368.4757,440.8994
7,322.0917,378.6232,351.4905,380.5363
17,391.1208,228.8691,354.8343,381.5648
45,454.9579,440.3031,522.5063,478.7122
82,528.8357,455.8668,565.1693,476.6680
19,389.7298,227.6437,468.1964,251.0761
14,468.9097,249.5088,426.7846,453.8227
27,229.1202,391.2204,314.8623,399.6692
26,353.1749,380.6959,409.0668,417.0119
37,0.8584,297.4055,113.5136,315.2812
6,379.2711,210.5621,349.2629,353.6162
11,148.5507,143.7219,307.0345,192.1694
3,224.0076,433.1420,217.7186,461.8247
33,321.4597,378.1421,375.4335,414.9622
23,153.8902,155.7942,299.6557,198.1392
29,19.1446,459.0257,357.8722,465.4091
75,44.9849,347.7987,10.2431,478.9348
41,236.4304,334.0072,347.9518,351.4219
93,529.4882,453.3120,585.6256,455.8970
114,147.5058,147.9720,114.6073,268.5298
22,26.1720,422.5147,366.2290,441.3937
24,126.3827,262.4774,274.9173,294.4587
57,506.2856,201.7662,456.5971,456.3451
40,482.2799,241.4485,439.2963,453.7338
25,0.8911,385.6100,26.8296,387.8643
112,375.2308,416.1062,361.2771,479.5634
4,195.2471,390.4971,223.2414,433.0872
96,366.9176,440.6915,357.7014,479.2436
115,351.6724,357.2583,351.6196,380.2495
48,38.2857,373.4905,89.1329,378.3373
121,1.0090,304.5298,112.0314,322.1051
122,225.8625,432.6494,366.4365,441.0448
123,37.8274,381.8334,317.0666,395.4330
117,169.3820,389.5127,227.3792,393.7628
