uid,x0,y0,x1,y1
97,452.9326,415.7059,443.0441,479.6516
6,416.4471,206.6482,388.9568,352.3152
19,426.4665,223.1040,508.9166,244.9174
21,363.6887,376.5167,358.5593,399.3315
31,40.3486,343.1997,93.7118,348.7504
20,500.0406,454.0298,542.3221,479.7690
2,447.2919,450.8545,499.3685,454.5633
25,20.4913,386.4363,83.8719,390.3136
7,363.6474,376.8582,392.6036,378.3611
3,270.1859,432.5777,264.4358,461.8505
36,421.0472,414.1422,453.1406,415.7800
17,427.4250,224.6483,396.8126,379.0101
33,362.8152,377.0500,420.9321,413.5500
51,159.3511,274.6616,316.7901,301.4437
11,185.4638,149.2632,340.3260,191.2656
66,332.5234,197.2090,313.0882,292.7537
40,523.0593,235.3905,482.3915,451.1018
9,416.3278,206.7047,521.6055,234.5135
41,275.6636,339.1227,390.4519,355.3005
23,190.3931,160.0733,333.1247,196.7052
26,393.6141,377.7466,453.3736,414.3976
56,639.3732,187.8517,546.0497,193.5865
22,81.8860,424.1041,411.6659,439.8376
57,547.2897,192.6771,498.8774,455.2858
30,358.9554,399.1631,413.7109,439.5351
88,349.9684,186.3187,326.1121,310.6497
71,581.5685,452.3553,577.0743,479.3131
61,184.3598,152.0716,157.6865,271.6765
0,146.3847,282.8931,325.3762,312.3103
93,583.3550,450.2406,639.1829,452.5540
45,500.3076,438.1109,577.3250,478.6857
16,176.0819,136.4919,351.8093,184.8611
29,76.1973,459.4561,406.7528,464.5912
14,505.5833,244.6328,473.2057,450.8420
28,177.0499,137.2833,144.7793,281.2002
98,412.0799,439.4489,405.7701,465.0175
75,96.0157,350.8085,69.1417,478.9425
27,271.7971,391.3135,356.7064,398.3941
24,169.6122,268.3147,311.5881,292.3662
4,240.9530,392.8889,271.0464,433.1322
91,392.5348,353.6581,392.8380,378.1475
82,581.7889,453.4809,622.4863,474.6230
37,51.3890,305.1464,156.2388,318.7910
90,38.6398,343.3781,18.5112,381.0560
53,51.2308,305.5210,40.3892,342.4450
47,21.7803,383.6054,1.7670,453.0741
96,413.3708,439.7439,403.7249,479.4247
48,91.4547,376.7315,136.3098,379.6594
94,162.8950,309.8424,140.8489,382.5742
