uid,x0,y0,x1,y1
20,384.2130,453.7161,420.8719,479.1813
19,335.2741,227.0461,411.6777,255.4706
97,338.5253,415.5644,324.8583,479.3885
56,448.0280,210.6479,638.9748,219.1275
6,327.5262,209.7193,287.4591,350.1870
2,331.6430,449.5113,384.0332,453.7042
71,452.1820,453.1277,445.1370,478.9017
3,150.5791,425.8669,141.9387,456.0284
7,258.1495,374.7294,287.7447,376.8960
28,82.8386,109.4732,29.0877,261.4763
24,58.7391,247.0589,214.5847,287.5172
0,31.2716,262.1971,224.3666,305.9663
51,47.8931,254.6001,218.5112,295.9559
26,289.1508,377.0941,338.4624,413.2292
40,422.8061,247.7536,370.3079,452.3609
21,257.7698,373.8056,250.8070,396.1133
11,86.5316,123.5623,258.3336,188.0883
22,0.3276,416.0572,297.1360,435.6877
36,308.3603,413.0491,339.7251,415.6540
57,449.3010,210.4181,385.5093,452.9950
33,258.4019,373.4324,308.1166,411.9482
17,337.0985,227.7972,291.1383,377.0179
4,125.5335,382.8699,151.1561,426.1067
96,297.1145,437.9487,285.8706,479.4312
23,95.2568,136.1035,246.2677,191.8392
30,250.4459,396.3397,301.3376,438.4749
93,452.2765,451.4031,503.9435,453.7733
134,253.7769,188.8265,221.9495,293.5341
9,328.6766,210.7765,423.4883,247.8087
45,388.1400,438.3171,445.0920,474.9958
14,412.4816,251.6992,359.1649,450.9583
141,289.0220,352.9645,288.1293,376.4020
82,452.1240,453.8261,483.9537,474.2076
137,170.3229,331.3831,287.4291,353.5080
29,0.9598,451.5349,290.5249,461.1720
139,262.8632,183.2149,228.7480,306.0764
114,91.1987,124.2827,43.3872,254.8303
140,96.4623,135.7066,56.6918,251.4438
16,84.1544,111.9458,264.2213,181.6245
144,2.8197,365.5891,93.0690,388.2746
153,172.0429,325.1561,285.3994,347.8027
27,161.4761,383.8414,249.9018,395.2066
37,0.9461,293.3929,40.8269,301.2453
121,0.2261,301.5450,38.4834,308.1353
133,553.6263,435.6877,638.7636,474.3024
150,121.3103,312.7634,93.0954,388.2752
154,301.6217,431.6655,292.4077,463.3200
148,98.5072,380.6403,157.6813,387.4775
155,630.9750,433.4150,640.0000,434.9707
156,424.0912,307.5303,383.7036,453.3227
157,640.0000,394.6859,630.9409,433.9877
