uid,x0,y0,x1,y1
21,429.8144,372.5704,425.5524,395.4458
9,474.9554,195.8341,589.0428,219.3070
15,527.5829,410.6062,520.2835,479.6436
0,209.7068,288.0730,386.2928,308.1455
31,117.7847,349.1378,166.7837,353.0958
6,475.2632,196.2134,452.7854,346.6276
2,524.4080,447.1613,578.1890,449.9002
10,0.4218,437.4135,92.9912,438.8050
25,103.9192,390.9932,161.3611,393.1725
36,494.4075,409.7794,527.6882,411.1344
18,395.1316,187.6587,380.1039,296.1500
3,340.6678,430.9019,336.3033,459.4862
11,240.8836,154.4175,395.1080,186.8853
14,576.5278,229.8457,546.3762,447.9856
13,0.0000,170.5215,45.7597,180.2403
23,245.6439,164.7141,388.3900,192.6386
7,430.0113,372.7444,461.8750,373.9527
33,429.9670,373.3837,493.7698,409.2889
8,405.9164,179.3132,386.7630,305.7205
12,0.9738,412.3133,96.1014,415.5297
27,338.8322,389.6498,424.7244,394.7717
4,306.7368,391.3899,341.4261,431.0818
56,639.4061,169.7081,615.0494,173.6097
5,246.8389,164.8284,229.3805,272.7363
28,230.2704,143.0411,208.3590,287.9097
24,229.6249,272.1458,372.8593,289.2136
20,578.1170,449.2765,633.4061,479.4465
30,425.3264,394.9577,487.5369,435.7417
41,338.5433,337.9439,456.3066,349.7449
17,484.8061,212.8756,463.5883,374.7768
22,160.8260,426.3579,486.1816,434.1486
38,493.8388,410.0635,482.0156,479.2410
29,156.8507,457.5845,481.5388,462.3804
48,166.8821,380.1752,208.9067,381.9420
26,462.5745,373.4663,529.6501,409.3109
32,44.8697,181.1237,38.3206,224.9271
37,125.1217,312.5789,223.2214,321.7229
16,231.7805,144.4417,405.3633,178.8021
19,486.1852,213.0229,576.4752,230.3721
45,579.4775,433.1472,638.6877,461.1737
39,167.9988,379.3188,153.7716,479.2753
1,0.6167,220.9974,38.1315,225.1726
57,616.2810,171.4649,576.4003,449.8149
53,125.0148,313.7047,117.5239,348.5554
60,167.1836,352.9919,166.7225,379.7266
44,342.8135,431.7395,484.8090,435.1214
51,221.1872,278.1001,376.9062,298.6065
40,593.0403,217.1303,558.2807,447.9365
58,481.9393,462.3943,480.3798,479.5030
47,105.5243,388.6231,86.3127,479.4185
34,13.1062,24.4862,611.0017,175.0383
52,459.0403,349.5701,459.2952,373.5414
