uid,x0,y0,x1,y1
6,369.9267,211.8778,333.8931,354.0089
19,377.5760,229.0952,456.2797,253.6737
71,511.1908,455.4961,505.6638,479.3396
36,360.9809,416.9605,392.2267,418.9384
2,385.4429,453.0606,437.1162,457.1483
30,300.7517,400.8953,353.0414,441.4781
97,391.4930,418.6860,380.7887,479.4424
7,307.4641,378.9655,337.0229,380.9547
66,286.0755,198.0000,261.5947,293.1185
45,439.9753,441.2360,504.9459,478.7663
14,455.0446,253.1039,411.3156,454.0286
3,207.9073,433.1702,199.5157,462.3116
9,369.2826,212.2003,467.2695,244.3067
88,304.3056,188.9456,273.6664,310.3679
28,127.4013,127.8494,86.1190,275.0887
29,1.4700,458.3829,344.7123,466.2711
27,213.9726,391.1814,300.4737,399.9657
23,140.1720,152.0669,287.3412,198.4154
57,492.2043,206.1440,440.6972,457.2591
82,510.8477,456.4912,547.1735,477.9258
21,307.6830,377.6860,300.9553,400.6495
20,437.1547,456.6971,471.3953,479.1205
0,85.6918,276.3163,272.7000,312.3232
16,127.3894,125.8985,305.5290,187.9391
37,0.8956,298.0334,96.1055,313.2684
11,136.2295,140.8518,295.7910,192.9572
31,1.1077,339.9236,26.0605,343.8389
17,379.6623,229.1464,338.8136,383.1128
56,638.4927,204.8247,494.2607,206.6570
33,308.5433,380.1458,358.8579,417.3901
93,511.4229,454.1548,566.0857,456.0885
124,143.1343,151.9939,109.4911,264.2724
26,337.9781,381.0826,390.0951,416.4338
41,221.8537,333.4293,333.9793,352.0828
24,112.2870,261.6195,260.7308,292.3091
22,6.5215,419.4214,349.0362,441.8148
4,180.5697,390.3914,207.4902,433.3590
51,96.9407,269.9059,269.6351,301.0936
96,350.9083,441.0553,341.8409,478.8273
121,0.6240,305.6042,95.4728,320.1462
114,135.2102,143.3518,97.8093,271.8117
115,337.1631,356.8947,336.8502,380.5007
75,27.7238,345.1260,0.0000,438.1994
40,468.4333,244.0117,423.2254,455.8294
125,174.3839,321.9774,149.9600,395.2237
112,359.6195,417.3083,345.8026,479.0648
117,154.2925,389.1907,212.0058,393.9908
48,20.3667,371.8310,72.0439,377.0261
