uid,x0,y0,x1,y1
9,354.1808,212.6798,451.7348,247.2967
71,489.3251,456.1284,483.6496,478.9278
28,110.8683,121.8004,66.1034,271.1464
97,372.0563,418.3396,360.2818,479.3974
30,282.2031,400.3764,333.0118,441.3382
21,289.2869,377.7221,283.0956,399.8555
20,417.5033,456.8919,450.5759,478.9175
36,341.7512,416.6896,372.6488,418.8882
6,355.0256,212.6256,316.7601,353.1795
2,365.4641,452.9680,417.0652,457.2316
19,362.5447,229.6212,439.3570,255.4735
26,319.8395,380.3698,373.6827,417.1580
17,363.0088,230.4464,323.0573,381.6546
4,160.6452,388.8813,187.2031,431.3699
24,91.9599,257.7548,244.9131,291.3583
0,67.7715,272.4970,254.8263,310.4748
82,489.3207,457.3591,523.7577,477.5251
3,187.2919,430.5971,178.3662,460.5099
22,1.4524,419.1530,330.4752,440.7291
56,475.7667,209.3459,640.0000,211.7183
14,438.5975,253.8550,393.1436,453.9410
7,289.2370,378.4653,318.1648,380.5730
45,420.4007,441.5878,482.5530,478.4757
27,194.4213,389.6572,282.1012,399.4935
16,111.9354,122.7730,291.0642,186.2275
23,124.3820,145.4268,272.6316,198.1418
129,288.3843,187.5581,257.7828,309.6046
57,478.0220,208.9620,417.0337,456.6624
29,1.0518,455.5174,324.5822,465.3738
51,78.6760,264.5557,248.7754,300.2529
93,490.8139,454.3640,542.4902,456.8962
66,271.6217,196.3071,244.5323,292.5700
121,0.8126,303.7478,75.0506,316.9224
40,451.5101,246.7644,403.0560,455.0960
124,125.1009,148.8908,91.5037,259.7536
37,0.9020,296.3388,76.0287,309.1732
33,290.0267,377.8378,342.4847,415.3736
11,117.1960,135.7654,284.7867,192.0070
96,331.2729,440.7249,321.4700,479.0471
131,340.5191,416.4861,325.1100,479.5194
41,202.5782,336.4438,319.3603,357.5941
115,319.3654,356.4915,318.7194,380.3846
114,119.6967,131.4520,78.5033,269.8206
117,133.5151,386.2658,193.0901,391.8340
132,182.3058,461.4755,323.2981,465.3668
133,593.2942,438.4613,639.9635,457.0308
