uid,x0,y0,x1,y1
20,507.1282,454.5266,549.5022,479.2668
21,369.8660,376.5445,364.5047,399.6522
6,421.2875,205.6328,395.2719,352.2522
71,590.0046,452.9716,585.7123,479.2066
56,639.0121,186.9022,553.1358,192.6259
19,431.8865,222.4914,515.2904,244.3064
66,337.8910,196.9946,318.5634,292.9575
0,152.3572,284.9413,330.5975,311.2619
14,515.1151,243.2766,478.3176,451.1964
29,83.8943,459.9110,412.2562,464.7298
4,247.5042,393.2487,277.2145,433.3856
33,369.1554,377.1287,426.6035,414.4092
7,369.4662,376.8669,398.1885,378.2609
11,190.1406,149.8597,345.8497,191.9632
36,428.1175,414.4241,459.7623,415.9318
3,276.7137,432.9480,270.1534,462.1303
17,431.5269,223.8907,404.1487,379.3315
28,180.9079,139.2870,151.4568,282.9499
45,509.5919,438.1803,585.1320,479.1367
30,364.3475,399.1532,420.0506,439.3593
2,454.4894,450.9026,507.3760,454.8035
22,88.9427,424.7231,417.6456,439.8161
31,47.8655,344.2077,100.7743,350.0701
27,278.7675,391.8400,363.7493,398.6612
15,459.8593,416.2236,451.2259,479.2945
16,181.9768,138.5574,355.8517,184.9003
37,60.3003,306.2693,163.5555,319.4290
82,590.2108,453.3154,634.1398,474.7149
23,195.1107,160.5930,338.3818,197.4307
88,355.6711,185.6142,331.4069,310.9005
9,423.3862,206.7030,528.1860,233.8837
41,281.9532,339.5504,395.5854,355.2211
40,528.5478,236.8201,489.2459,450.4271
26,400.8390,378.0359,461.1856,414.9284
24,174.5629,269.4660,317.6744,291.8860
47,27.7004,385.6260,5.0439,479.1115
61,191.0983,149.7662,162.5025,274.7226
10,1.3798,437.5383,12.0305,438.0247
51,163.3186,277.2555,323.3741,301.0060
25,29.6224,387.3054,92.4186,391.2827
62,418.9184,439.8443,413.6593,464.4254
48,99.2416,377.6257,144.6183,381.4200
53,58.2196,306.8146,47.6380,343.6814
93,626.5014,435.1245,602.1245,467.4672
75,102.6689,351.3117,79.2511,478.8174
57,553.7301,190.7233,509.4366,456.8425
91,398.4290,353.7087,398.7739,378.1663
90,46.6541,344.4443,28.1581,380.1623
94,169.5874,310.1726,146.9332,382.6787
95,278.8821,433.2414,418.3566,439.1652
12,1.2647,412.7694,17.2600,413.8084
96,419.2227,439.7025,412.0995,479.2807
97,458.9830,415.9478,450.0047,479.6941
