uid,x0,y0,x1,y1
20,585.7098,449.7539,638.3857,477.9120
2,531.3329,447.0857,585.5457,449.7668
15,534.8925,410.5282,528.0707,479.0066
32,51.3038,182.1482,44.5799,226.1867
7,436.0717,372.5308,467.8531,373.7315
21,436.3517,372.4746,431.5549,395.1628
0,214.8405,289.1897,391.2221,307.3825
19,491.5754,212.0563,582.6398,228.4575
12,0.5047,412.9605,103.5063,416.0511
36,500.8719,409.6888,535.4683,410.7513
11,244.8359,154.9653,400.8698,186.3675
29,163.7623,457.4948,489.0419,462.4544
8,411.0935,179.1810,391.6948,306.4468
31,123.9668,349.6620,172.3994,353.7616
23,250.0998,164.7949,393.4690,192.5672
5,251.6930,165.7738,234.7910,272.2866
14,582.6708,230.1909,553.0857,447.0066
30,431.4677,394.8698,494.0537,435.6140
33,436.3521,373.1183,500.0410,410.0775
27,345.2628,389.8910,430.8570,394.6118
18,400.0406,187.9330,385.4138,296.4822
25,110.5728,391.5768,166.6249,393.3243
1,1.2998,222.0633,44.4040,226.2254
45,586.3314,433.0220,638.6807,456.5953
3,347.7018,430.6244,343.9528,459.5854
26,468.7353,373.3328,536.1859,408.6185
9,480.3427,195.4306,595.3155,218.1811
16,235.9073,145.0705,411.5524,178.3651
6,479.2939,195.7143,459.3027,346.3106
4,313.6107,391.8704,347.8229,431.3450
24,235.0979,272.3849,378.2029,289.1947
41,344.2682,337.9425,462.5601,349.5335
28,234.3647,143.6666,214.3577,288.6637
40,598.1961,217.4884,565.2279,447.5832
17,491.3387,212.1031,470.8972,375.0114
13,0.7184,171.9958,50.9362,182.1782
53,131.1429,314.2499,123.8368,349.2719
37,131.9200,313.1214,230.0199,322.1666
57,622.0277,170.4054,583.8032,450.0768
39,174.1835,379.4517,159.9788,479.0742
22,165.5017,426.1678,492.3669,434.5630
56,639.5275,169.4174,621.8496,172.2076
47,110.5101,391.3752,92.9979,479.8783
43,122.9194,350.5031,110.0891,388.1265
38,499.1997,410.1513,486.5331,479.2530
44,348.7872,431.4371,493.4690,435.4408
58,488.1076,462.5601,487.3329,479.7790
51,224.5805,280.6223,383.6473,297.7082
10,0.9490,437.7953,97.8232,438.9870
59,568.3784,432.3622,587.1146,433.2479
42,7.9431,223.0523,0.0000,283.0383
52,466.0895,350.1318,466.2994,373.3943
48,173.3519,380.6308,214.4910,382.3565
34,16.8945,25.9382,619.0350,173.9177
60,173.2959,353.5022,173.2789,379.6048
50,172.7663,353.6240,170.1982,392.6066
61,133.3647,314.6618,111.3172,387.5290
62,392.9669,189.8757,378.5397,292.1050
63,176.2288,355.8900,159.6894,479.6671
