uid,x0,y0,x1,y1
20,400.1243,455.9330,434.0248,479.0745
97,353.9069,417.2825,340.7549,479.5123
9,339.8929,211.4639,436.4502,247.9155
19,347.7627,228.8150,424.4677,255.4973
33,272.9236,376.2924,321.8309,414.4565
21,272.7521,375.3304,265.0162,398.6938
7,272.6473,376.0820,301.7135,378.6680
71,468.9208,454.8197,463.0887,479.0674
29,1.1171,453.2137,305.3679,465.0341
0,47.7780,267.0712,238.5843,308.1898
3,167.1030,428.1373,158.8403,459.1685
139,274.9291,185.7861,242.4762,305.4203
22,0.8261,417.9218,314.5386,439.1154
134,257.8659,194.2617,228.6439,289.1560
30,263.9067,397.4333,313.8949,439.2142
2,346.3430,450.7040,398.8422,455.6060
45,401.8216,439.8361,463.6238,478.1175
23,108.8821,141.4600,258.5116,194.2372
27,176.7136,386.8311,264.9875,397.7347
56,462.5272,209.9341,639.2846,215.8528
24,75.5188,252.2757,228.6110,289.4383
51,59.6234,259.0771,236.6376,298.6042
17,349.5839,230.3184,305.7647,379.7119
4,142.8232,386.7094,168.3601,428.7511
26,302.7686,378.4343,354.5335,415.0708
57,461.2690,209.4973,401.4894,456.3215
6,340.6544,211.1756,300.9133,352.6460
114,102.6789,134.7196,60.9630,258.4720
16,95.9231,113.9170,276.2365,184.8385
11,104.7516,129.3393,267.1832,189.8867
28,96.6176,116.3845,46.1108,264.4208
137,186.6028,328.3701,299.8457,350.0868
40,436.4478,246.7399,385.2830,454.5911
14,423.5995,252.5755,374.2494,450.8818
121,0.2157,301.6238,55.6652,311.9763
82,468.8134,455.7656,503.8881,477.1111
141,303.1082,353.5919,302.1817,378.2834
133,567.2650,435.7028,640.0000,467.2208
36,323.2637,414.4887,354.3710,416.7997
37,0.6698,294.2417,56.3407,304.4994
140,111.1082,140.6088,72.3376,254.7932
135,312.5809,439.1243,304.6141,463.7945
138,135.8516,317.2954,110.3696,390.5454
96,312.5290,439.3309,301.9767,479.1340
93,471.1407,453.1195,521.1270,456.3090
