uid,x0,y0,x1,y1
9,452.7853,199.9225,563.6119,225.0986
21,404.9479,373.9120,400.3037,396.4822
19,463.5642,216.1051,550.7787,235.9555
56,639.9621,175.7505,586.6735,181.1564
3,315.0341,431.3138,309.8529,459.5100
2,495.7086,447.8133,548.2849,450.9958
36,465.9476,410.6567,499.4525,412.2386
10,0.7843,437.4398,61.6898,438.6741
11,220.2225,152.9097,375.1095,188.7976
45,551.0682,434.1236,634.0690,476.4611
0,185.7299,286.9050,362.3227,308.9529
32,18.1236,174.3099,9.4991,218.9234
31,89.9960,347.4721,141.3198,352.1085
15,499.5415,411.5044,491.9362,479.5690
66,366.3331,193.5221,351.2603,292.0622
23,225.5263,163.2058,367.4236,194.5418
26,436.6801,374.5279,499.7162,410.1391
25,74.2038,390.2622,132.8716,392.0899
14,550.4252,235.9063,517.0244,449.2250
70,384.4452,182.8659,363.9087,307.6673
4,282.6199,391.5968,315.3018,431.5755
61,219.3174,156.8006,197.0270,273.7679
12,0.5725,412.7994,66.2902,414.8041
16,211.3412,142.5838,385.0195,180.8471
57,592.1922,178.6648,544.1351,453.7491
6,453.0429,200.1100,429.1465,348.8146
29,127.8160,457.7793,454.0601,462.2822
24,207.2350,271.1744,350.3831,290.0540
28,211.7625,141.2694,185.0449,284.5404
40,565.2921,225.2157,529.5889,447.2448
17,464.3317,217.9087,438.7884,376.2306
20,548.6373,451.0635,599.4066,479.7661
33,406.7276,374.2129,466.2643,409.3579
5,226.0806,161.3380,207.2687,271.1969
27,314.1198,389.9072,399.4550,395.9102
37,98.3687,310.6008,199.6691,321.1660
47,73.6355,386.6577,53.1207,480.0000
22,130.8730,425.0738,456.8661,435.5116
13,0.3333,169.1722,18.0593,174.0131
30,401.1997,396.6506,460.5037,437.8335
51,199.1517,277.3364,353.9176,299.4053
69,317.6414,333.7378,428.7760,345.2264
48,139.8947,378.9346,183.5117,382.0452
71,639.7654,452.0674,634.3376,480.0000
7,405.0473,373.9232,436.3331,375.1610
53,98.9559,311.1218,89.1250,346.6646
44,317.0585,431.7326,457.3865,436.1875
72,459.0974,435.9743,454.0732,460.7453
41,315.8874,339.4503,431.7506,351.9153
73,453.2522,462.8730,451.9083,479.8459
39,140.6643,378.1472,123.1648,480.0000
74,433.4774,349.7125,434.3531,374.9276
75,143.2509,352.9374,123.1238,477.9778
76,549.3307,433.0519,533.3522,434.9315
1,0.3133,218.3785,8.5554,219.5552
60,140.6840,352.0918,136.3724,391.9111
34,16.9827,24.5640,597.5905,182.8449
62,457.8207,436.6742,450.6213,480.0000
65,88.8789,347.7136,73.9638,383.7320
