uid,x0,y0,x1,y1
1,554.380432,125.183075,639.264099,126.492363
2,245.840088,323.671631,200.171524,324.475525
3,58.492588,49.861027,57.989727,170.762909
4,281.293701,117.317116,280.904114,259.779907
5,554.269226,125.919312,553.968079,291.973785
6,245.823883,324.727783,228.394684,351.826721
7,590.907410,404.715240,235.220825,414.705750
8,469.297333,123.484787,468.889221,257.284424
9,299.137817,135.564331,299.167603,241.983490
10,527.172180,319.477814,595.915344,344.717987
11,417.808105,378.702728,418.381226,406.985382
12,57.144814,51.365475,639.500000,64.993538
13,570.781738,141.587097,571.332031,319.397949
14,201.057098,323.933014,175.989105,348.322540
15,524.812073,320.109283,523.968872,345.446198
16,282.326599,116.452232,469.006897,120.393646
17,450.925110,137.375656,451.268188,243.434143
18,229.073486,351.320801,177.298859,352.151978
19,524.070984,344.938385,422.614380,346.993378
20,248.212311,455.611572,247.804993,479.225952
21,389.213684,349.721649,418.394348,379.028900
22,247.793106,350.616241,234.074463,386.230591
23,201.911621,295.063477,201.633575,323.720459
24,565.873779,318.895813,526.195740,320.668396
25,469.564209,259.331055,281.717773,260.739227
26,570.080688,141.030914,638.823303,142.075104
27,245.537857,323.012573,247.810425,350.651367
28,591.086243,374.691315,234.444397,381.297668
29,177.296143,350.197754,175.082932,456.047943
30,639.890808,343.386017,596.225342,345.231720
31,291.778229,126.530296,459.246338,129.917404
32,198.050369,456.618286,197.438217,479.553802
33,173.504395,414.992279,60.334854,416.650238
34,565.418945,318.423431,639.161865,340.204742
35,299.093079,135.541412,449.866089,138.085388
36,524.519897,345.930389,592.716553,375.311249
37,231.779663,351.097717,233.945160,455.095337
38,640.000000,444.107147,175.675064,454.298004
39,458.223572,250.184814,290.729370,251.438919
40,175.781067,392.259735,58.080963,394.125916
41,555.322510,292.749634,416.013855,294.095612
42,451.153503,241.697708,300.086426,243.183838
43,1.408074,0.996938,59.783516,50.363762
44,58.533443,50.159096,57.808689,418.515533
45,557.620789,292.770782,563.905457,318.383942
46,294.358673,294.051178,203.321045,295.920990
47,289.024048,349.243530,248.294907,350.000214
48,590.874390,376.494202,592.168762,443.130463
49,60.061626,417.373138,3.582966,461.599823
50,57.274368,395.998840,5.684760,431.264221
51,57.943794,219.787994,57.632656,416.392792
52,524.892029,345.423737,361.687317,348.156586
53,619.059998,443.748138,618.276855,479.929962
54,47.604340,217.575912,115.431816,218.970871
55,228.689941,350.790466,229.607101,386.441437
56,572.032532,445.100159,572.890930,472.631195
57,83.487686,218.642120,82.255615,444.959686
58,555.815613,290.780060,201.737335,298.323608
59,459.293762,130.042389,459.158173,250.655273
60,47.497250,174.214233,47.308346,217.215393
61,116.647408,177.065292,115.705254,218.586090
62,290.834747,127.474197,291.355011,249.471039
63,235.914001,382.571228,235.560913,454.542908
64,524.526367,346.578461,248.337631,352.624084
65,591.140564,407.113342,591.851929,443.255066
66,32.200199,305.174896,0.707812,306.476257
67,281.093781,116.447983,468.005249,120.308472
68,592.809998,360.575317,592.264954,424.195038
69,563.752441,318.611084,524.687805,320.512939
70,468.055725,259.277100,280.897278,260.717346
71,253.771942,455.397034,253.636475,479.130005
72,525.932556,320.238190,525.034790,345.536041
73,639.913452,344.690155,596.732056,346.228180
74,235.821365,414.053986,236.062912,453.908630
75,590.296082,376.389618,235.025726,382.101837
76,290.587524,126.704018,458.542542,130.016571
