uid,x0,y0,x1,y1
1,473.997955,124.558342,302.201111,125.536064
2,465.402832,133.555984,310.556091,134.211182
3,542.290283,318.593964,541.507812,345.024719
4,572.248230,119.464188,573.447144,290.350800
5,238.438812,350.255798,187.642960,351.029205
6,259.746094,349.070435,244.012833,382.572601
7,474.422058,248.152191,302.793976,250.345581
8,483.562927,114.840813,292.407074,116.139229
9,483.869080,115.962105,484.144226,256.347809
10,258.165314,322.349274,258.646362,350.087402
11,608.496582,406.493073,245.740814,413.039856
12,639.141846,118.192146,572.824646,119.102623
13,257.887543,323.522736,238.566772,349.639008
14,583.103271,317.166382,543.042664,318.786102
15,7.716653,1.231313,74.195335,53.594002
16,184.712799,412.560730,78.865791,414.392181
17,584.589966,317.746307,639.355896,332.949585
18,473.612793,125.021179,474.566010,248.161560
19,428.232574,376.872833,429.042297,408.947754
20,466.487457,239.924576,310.976898,241.260254
21,208.180923,454.826080,208.084534,479.850525
22,573.666748,290.276031,428.811951,291.941101
23,606.252136,375.506134,246.838593,380.137970
24,75.770752,392.745605,0.977762,443.191559
25,257.997711,453.902252,257.831787,479.689392
26,543.560913,318.284332,613.775635,345.212921
27,302.359039,123.654213,302.719910,249.980331
28,638.934875,134.027634,589.345581,134.750595
29,292.660980,115.248512,293.205902,258.449036
30,483.777405,257.410217,293.989563,259.078369
31,212.811722,322.672729,185.198120,348.479218
32,248.897842,309.875000,222.351242,336.093567
33,186.100937,390.526306,77.275711,392.087646
34,186.873962,350.285156,186.166351,454.033539
35,639.317749,447.434601,186.977936,453.996887
36,311.487396,134.662262,311.371033,241.331406
37,639.640015,343.566956,614.832886,345.167908
38,73.860718,54.111111,74.128662,172.797836
39,306.920074,293.497681,216.524979,295.249329
40,214.072098,294.627228,213.528458,323.023438
41,588.234192,135.597702,590.203125,318.059021
42,75.140701,221.232727,76.516296,413.108154
43,70.887283,51.621544,640.000000,57.378468
44,541.831909,344.732697,611.990723,376.874054
45,402.358459,348.864197,430.164642,379.484955
46,541.066833,344.721863,435.877350,346.135895
47,78.248070,414.878510,24.098417,453.766785
48,240.534348,350.690155,244.172989,453.583344
49,608.549927,376.815155,610.024780,445.108398
50,542.010071,344.551971,374.820068,347.036652
51,62.588787,175.338837,63.062546,218.623108
52,637.498291,445.287903,637.787659,480.000000
53,537.635437,344.262024,265.520599,350.456482
54,64.830154,217.963516,128.262253,219.328934
55,239.093231,343.281830,188.464264,344.329437
56,75.127075,52.897411,76.789963,414.883362
57,576.000610,292.174103,581.706055,316.943115
58,591.958679,447.198669,593.297791,477.156616
59,301.922943,347.794006,260.693451,348.626160
60,576.423584,288.884125,216.369995,299.704346
61,608.588135,376.573547,608.551941,405.621918
62,77.322922,414.151428,0.906255,473.465240
63,97.891090,220.790268,97.902153,442.376190
64,292.703522,116.895256,292.947723,259.139893
65,243.427963,381.796631,244.780502,453.677032
66,590.084656,135.101669,591.511719,318.859467
67,464.991577,132.868149,466.238281,240.581787
68,245.448990,413.526367,246.313202,452.820282
69,302.294403,125.381355,302.977570,250.665802
70,616.934448,345.413147,616.731506,444.824524
71,640.000000,344.663208,614.853577,346.294830
72,263.880951,453.885712,263.970062,479.365631
